"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16"
"54",1,1,2,2,1,2,1,2,2,1,1,2,2,2,2,2
"55",-3,-3,-3,-1,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"56",-3,1,-3,1,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"57",-3,1,0,-1,-3,-3,-1,-3,-3,-3,-3,-2,-3,-3,-3,-3
"58",-3,-3,1,1,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"59",-2,-1,-3,-1,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"60",1,0,3,2,1,-3,-3,-2,-3,-2,-3,-3,-3,-3,-2,-3
"61",-3,-3,-1,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"62",1,3,3,3,-3,-3,1,-3,-3,-3,-3,-3,-3,-3,-3,-3
"63",2,2,3,3,2,0,2,0,1,2,-1,1,1,1,2,1
"64",0,0,0,3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"65",-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"66",-3,0,3,3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"67",3,3,3,3,3,-3,3,3,-3,3,-3,-3,-3,-3,-3,-3
"68",1,2,3,3,0,-3,-3,-3,2,-3,-3,-3,-3,-3,-3,-3
"69",2,3,3,3,-2,3,-2,-3,-3,-3,-3,-3,-3,-3,-3,-3
"70",0,0,2,3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"71",2,2,2,2,2,1,2,1,2,2,-1,-2,-1,-2,-1,-2
"72",2,1,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"73",-3,0,0,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"74",-1,3,1,3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"75",0,2,3,3,-3,-3,-2,-3,-2,-3,-3,-3,-3,-3,-3,-3
"76",2,3,2,2,0,0,1,-3,-3,-3,-3,0,-3,-3,-3,-3
"77",3,3,3,3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"78",3,2,3,3,2,1,1,-2,2,2,-1,1,1,1,-2,-1
"79",-3,2,2,2,-3,-2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"80",0,1,3,2,-1,-1,-3,-3,-2,-1,-3,-3,-3,-3,-3,-3
"81",-2,-2,-1,-1,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"82",-3,2,2,3,-3,-2,-3,-3,3,-3,-3,-3,-3,-3,-3,-3
"83",0,3,3,3,-3,-2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"84",-3,-2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"85",2,2,3,2,-1,-3,-3,-2,0,-2,-3,-3,-1,-3,2,-1
"86",-2,-3,-1,-3,-3,-3,-3,-3,-2,-3,-3,-3,-3,-3,-1,-3
"87",-1,-1,0,-1,-2,-3,-3,-2,-2,-2,-3,-3,-1,-3,-1,-1
"88",-3,-3,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-2,-3
"89",-2,0,1,-1,-3,-3,-3,-3,-3,-3,-3,-2,0,-3,3,-2
"90",-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"91",-1,-2,-1,-2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-1,-3
"92",-3,-3,-2,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"93",-3,-3,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"94",-3,-3,3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-2,-3,3,3
"95",0,0,-1,1,0,-2,-2,-3,1,-2,-3,-3,-3,-3,1,-1
"96",3,3,0,-3,-3,-3,-3,-3,0,-3,-3,-3,-3,-3,-3,-3
"97",-1,-1,2,-3,0,-3,-2,-3,-3,-2,-3,-2,-2,-3,-3,-2
"98",-3,1,2,-2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"99",-1,2,1,0,0,-2,-3,-2,-2,-2,-2,-1,0,0,3,2
"100",-3,-3,-1,-3,-3,-3,-3,-3,-2,-3,-3,-3,-3,-3,-2,-3
"101",0,1,1,1,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,0
"102",-3,0,1,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"103",3,-3,2,2,-2,-3,0,-3,2,-2,-3,-2,-1,-1,3,0
"104",-2,-1,0,-1,-1,2,1,1,-2,0,1,0,1,-1,-1,1
"105",-3,1,0,1,-3,-3,-3,-3,1,-3,-3,-3,-3,-3,-1,1
"106",-1,-1,0,-1,-1,0,-1,1,0,-1,1,0,1,-1,0,0
"107",1,-3,3,2,-2,-3,-3,-3,2,-3,-3,-3,-3,-3,3,2
"108",-1,3,3,3,-2,-1,-3,-3,2,3,-2,-3,1,-3,3,3
"109",0,-1,1,0,-1,1,0,-1,-1,-1,-1,0,0,0,1,-1
"110",2,3,-1,3,1,-3,-3,-3,3,0,-1,1,3,-1,3,3
"111",-3,-3,-3,0,-3,-3,-3,-3,-1,-3,-3,-3,-3,-3,0,-3
"112",0,-1,1,0,-3,-2,-3,-3,0,-2,-3,-3,-2,-2,1,-1
"113",-1,1,2,3,-2,-2,-2,-2,-2,1,-2,-2,1,-1,3,2
"114",-1,0,0,1,-2,-3,-3,-3,-2,-2,-3,-1,-2,-2,1,0
"115",2,3,3,3,-3,-1,-3,-2,3,3,-1,2,2,0,3,3
"116",-3,-3,3,3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,3,3
"117",2,2,2,2,-3,-3,-3,-2,-2,0,-3,-3,-3,-2,2,2
"118",0,1,3,3,-2,-2,-2,-2,0,-1,-2,-2,2,-2,3,2
"119",-1,-1,1,0,-1,-1,-2,-3,-1,-1,-2,0,-2,-1,0,-1
"120",3,-3,2,1,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,3,3
"121",-2,-2,-1,-2,-3,-3,-3,-3,-3,-2,-3,-3,-3,-3,-2,-1
"122",-1,-2,3,0,-3,-3,-3,-3,0,-3,-3,-2,1,-3,3,1
"123",2,3,3,3,-3,-1,-3,-3,2,0,0,1,2,-3,3,0
"124",1,1,3,3,0,0,0,-2,0,1,-1,-1,2,-2,3,2
"125",1,-3,-3,-1,-3,-3,-3,-3,-2,-1,-3,-3,-1,-3,2,-1
"126",2,1,2,2,-2,-1,0,-3,1,0,2,2,1,1,2,2
"127",3,-2,3,3,-3,-3,-3,-3,1,-3,-3,1,-1,0,3,3
"128",1,1,-1,0,0,1,0,0,0,0,0,2,0,0,1,2
"129",3,3,0,0,-3,0,3,3,3,3,3,-3,3,3,3,-3
"130",0,2,3,2,-1,-2,-2,-3,2,-2,0,0,2,-1,3,2
"131",-3,-3,3,3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,3,-3
"132",-1,0,3,3,-2,-1,-3,-3,2,3,1,2,1,3,3,3
"133",3,3,3,3,-3,3,-3,-3,3,0,3,-3,3,-3,3,3
"134",1,-1,2,1,-1,-3,-1,-2,0,-1,-3,-1,0,-1,3,1
"135",-1,-2,1,1,-2,-2,-2,-2,-1,-1,-1,-1,-2,0,1,1
"136",-3,0,3,1,-2,-3,-3,-3,-3,2,-3,-3,-3,0,3,3
"137",-2,3,3,3,-3,-2,-3,-2,-2,-2,-3,-3,-3,-3,3,1
"138",3,3,3,3,3,-3,-3,-3,0,-3,-3,-3,-3,-3,3,3
"139",-3,-1,-1,-2,-2,-2,-3,-3,-3,-2,-3,-3,-3,-3,-2,-2
"140",-1,-1,3,3,-3,-2,-3,-3,-3,-2,-2,1,-1,-2,3,3
"141",0,-1,2,-1,-2,-3,-3,-3,-1,-3,-3,-2,-2,-3,3,2
"142",1,-3,1,1,-3,-3,-2,-3,0,-3,-3,-2,-2,-2,3,1
"143",3,3,3,3,1,-1,-1,-2,3,2,1,1,3,2,3,3
"144",1,3,2,3,0,0,-2,-3,0,-3,1,1,-1,-1,3,3
"145",-1,1,2,1,-1,-1,-2,-2,1,0,-1,-1,1,-1,1,0
"146",0,3,3,3,-1,-2,-3,-2,0,0,1,3,3,1,3,3
"147",2,2,3,3,-3,-3,-3,-3,1,-2,-3,2,3,-3,3,3
"148",0,1,2,3,-2,-2,-3,-3,0,0,-2,1,0,-1,3,3
"149",2,2,2,2,-1,-1,0,-1,-2,1,-2,0,0,0,3,2
"150",0,1,0,3,-3,-3,-3,-3,-1,1,-1,0,-2,-3,3,2
"151",3,3,3,3,0,3,3,0,3,3,3,3,3,3,3,3
"152",-1,2,2,3,0,-2,-2,-1,2,-2,3,3,1,-1,3,2
"153",3,-2,3,3,-3,0,-3,-3,0,0,-3,3,-3,-3,3,3
"154",1,2,2,2,0,-2,-2,-1,1,-1,0,0,-1,1,3,2
"155",-1,0,2,2,-2,-1,-2,-3,-2,-1,-1,0,0,0,3,3
"156",3,3,3,3,3,1,-3,-3,0,-2,0,1,0,3,3,3
