"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16"
"329",3,3,2,-1,3,0,-1,-3,-2,-2,-2,-2,-2,0,-2,3
"330",3,3,1,3,1,1,1,-3,1,-3,1,3,2,3,2,3
"331",3,3,3,2,3,3,1,-1,1,-1,-1,1,0,3,3,2
"332",0,1,-3,-3,-3,1,-3,-3,-3,-3,-3,-3,-3,-3,3,3
"333",-3,-3,-2,-3,-3,-3,-3,-3,-3,-3,-2,-3,-3,-3,-3,-2
"334",3,3,-1,-3,-3,3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1
"335",-3,-1,-3,-3,-3,-1,-2,-3,-3,-3,-3,-3,-3,-3,-3,0
"336",1,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,0,0
"337",3,3,0,-2,-3,-3,-3,-3,-1,-3,-2,-2,-3,-3,2,-1
"338",-3,-1,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-1,-1
"339",-2,-2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-2
"340",1,-3,-3,-1,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-1,-1
"341",2,3,-2,-2,-3,-3,-3,-3,-2,-3,-3,-2,-3,-3,0,1
"342",2,2,-1,2,-3,3,-2,-3,1,-3,-3,3,-3,2,3,2
"343",-3,-1,-3,-1,-3,-2,-2,-3,-3,-3,-3,-3,-3,-2,-1,-3
"344",3,3,2,2,-1,2,2,-3,2,0,-3,0,-3,1,3,3
"345",-3,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-1,0,-1
"346",-2,-2,-2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-2,2
"347",3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"348",-2,-2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-2,-2
"349",-1,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-1,-3
"350",3,3,-3,3,-3,3,0,-3,-3,-3,-3,-3,-3,3,3,3
"351",2,1,2,2,1,1,1,1,1,1,1,1,2,1,2,1
"352",-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"353",-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"354",2,2,1,0,1,1,1,0,-1,-1,-1,-1,0,-1,2,1
"355",-1,1,-3,-3,-3,0,-3,-3,-3,-3,-3,-3,-3,-3,-1,-1
"356",-1,0,-3,-3,-3,0,-2,0,-2,-3,-1,-3,-3,-3,0,-1
"357",1,2,0,1,1,0,1,0,1,-1,1,1,0,1,2,2
"358",-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"359",0,2,-3,-1,-3,-3,-3,1,-1,-2,-3,-3,-3,-3,1,0
"360",-3,1,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"361",-3,0,-3,-3,-3,-3,-3,-3,-3,-3,-1,-3,-3,-3,1,1
"362",-1,-3,-3,-3,-3,-3,-3,-2,-2,-3,-3,-3,-3,-3,-1,0
"363",-2,2,-3,-3,-3,1,-3,-3,-2,-3,-3,-3,-3,-2,2,0
"364",-2,3,0,-2,-3,-3,-3,-3,-1,-3,-3,-3,-3,-2,2,1
"365",-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"366",-2,-1,-2,-2,-2,-1,-2,-1,-2,-3,-2,-3,-3,-3,-2,-1
"367",-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"368",0,-1,-1,0,-2,0,1,0,-2,-3,-1,-1,0,-1,-1,-2
"369",-2,-2,-3,-2,-3,-3,-2,-2,-2,-3,-3,-3,-3,-2,-2,-2
"370",0,1,-2,-1,1,2,2,2,-1,2,1,0,0,-3,0,-3
"371",-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-1
"372",0,-3,-2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,2,-1
"373",3,3,2,3,-1,0,3,-3,-3,-3,-3,-1,-3,-2,3,3
"374",3,3,-1,2,3,0,-3,-3,-3,-3,-2,-3,-3,0,3,1
"375",3,3,2,2,1,1,2,-3,2,-2,-2,-1,-3,2,2,2
"376",1,2,3,3,2,3,1,0,0,0,-2,-1,-3,1,3,2
"377",3,3,3,3,3,0,-3,-3,-3,-3,-3,-1,-3,-1,3,3
"378",3,3,1,2,-3,2,1,-3,-1,-2,-2,-2,-3,1,2,2
"379",3,3,3,-1,1,-2,3,-3,-3,-3,-1,-2,-3,2,3,0
"380",3,3,3,1,1,1,-2,-3,-2,-2,-2,0,-2,1,3,3
"381",3,3,3,3,0,3,2,-3,-3,-2,-3,-3,-3,-1,2,-3
"382",3,3,3,3,-2,3,2,-3,-1,-3,-3,-3,-3,-1,3,3
"383",3,3,0,2,2,2,2,-2,-1,-2,0,1,0,-1,0,0
"384",3,3,2,-2,-3,0,-3,-3,-3,-3,-3,-3,-3,0,2,2
"385",3,3,3,3,3,3,3,-3,2,-3,-1,3,-3,2,3,3
"386",0,0,0,0,0,0,0,0,-2,-2,0,-1,-2,-1,0,0
"387",3,3,0,2,3,3,3,-3,-2,-2,-2,1,-3,0,2,2
"388",1,2,1,1,-2,-2,-2,-3,-3,-2,-2,0,-2,-2,2,1
"389",3,3,2,2,1,2,1,-3,0,-2,-1,0,-2,-2,1,1
"390",3,3,2,1,2,1,2,-1,1,-3,-1,1,-1,1,1,2
"391",3,3,2,1,2,2,1,-3,-2,-3,-3,-1,-3,-2,3,2
"392",3,3,3,3,2,3,2,1,2,1,1,1,1,2,3,3
"393",3,3,3,3,3,3,3,3,3,2,1,2,0,2,3,3
"394",3,3,3,3,3,3,3,1,3,2,1,3,1,3,3,3
"395",3,3,3,3,3,3,3,2,3,2,2,3,2,1,2,1
"396",3,3,3,3,1,1,1,2,1,1,1,3,-1,2,3,3
"397",3,-2,2,3,-1,2,1,1,-1,-1,1,3,-2,2,3,3
"398",3,3,3,3,2,-2,1,-1,0,-1,1,1,-1,2,3,2
"399",3,3,3,3,2,1,0,-1,0,-1,0,-1,-1,1,2,-1
"400",0,2,1,2,1,0,2,-2,2,-2,0,-1,-1,-1,0,1
"401",2,3,2,1,1,2,1,0,2,2,1,0,-1,2,3,2
"402",3,3,2,2,1,2,1,-1,3,-1,0,-1,-2,3,2,1
"403",3,3,3,3,3,3,3,2,3,0,0,1,-1,2,3,3
"404",2,2,2,2,2,0,2,1,1,0,-1,0,0,0,2,2
"405",3,2,2,3,2,3,0,-1,0,1,-2,1,0,1,0,0
"406",3,3,3,3,2,3,3,2,3,1,1,0,-1,3,3,2
"407",3,3,2,3,2,3,1,0,0,0,0,0,-1,1,1,1
"408",2,2,1,2,1,1,1,1,0,0,0,0,0,1,1,1
"409",2,0,1,2,2,0,1,1,3,2,2,2,-1,0,2,1
"410",3,3,3,3,3,3,3,2,3,2,2,3,-2,3,3,2
"411",3,3,3,3,2,2,2,1,2,0,0,0,0,2,3,2
"412",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"413",3,2,2,2,2,2,1,2,3,2,2,2,2,3,2,2
"414",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"415",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"416",2,3,2,3,3,2,3,2,2,2,2,3,2,2,2,3
"417",3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3
"418",2,2,1,2,2,2,3,2,2,1,1,2,0,2,-1,1
"419",3,3,3,2,3,2,3,3,3,2,1,2,2,2,2,2
"420",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"421",2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2
"422",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"423",3,3,3,3,3,3,3,3,3,3,2,3,3,3,2,2
"424",3,3,3,3,3,3,3,3,3,3,0,3,3,3,3,3
"425",3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3
"426",2,2,3,2,1,1,3,2,2,1,2,2,1,2,2,2
"427",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"428",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"429",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"430",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"431",3,3,3,2,3,3,3,2,3,1,1,2,2,2,3,0
"432",3,3,3,2,1,2,2,2,2,2,0,0,2,2,2,2
